stationNumber,slope,lowBound,hightBound,slopeInt,meanWind,mw1990,mw2017,pw1990,pw2017
543240-99999,0.25533661740559077,0.08553921926897431,0.4251340155422072,1,25.25,27,28,192,184
833680-99999,-0.04761904761904804,-0.12162341805821045,0.026385322820114375,0,5.285714285714286,6,6,100,95
723418-13977,-0.15544608648057007,-0.22251231927583998,-0.08837985368530017,-1,31.214285714285715,35,30,168,177
836500-99999,0.5046524356869284,-0.19878861687579485,1.2080934882496517,0,47.357142857142854,44,56,63,95
062250-99999,-0.0665024630541799,-0.49875672211701344,0.36575179600865365,0,71.60714285714286,82,74,239,247
768556-99999,-0.2172961138478396,-0.4370985230988022,0.0025062954031230267,0,38.142857142857146,43,36,174,90
586060-99999,-0.11083743842364865,-0.2325402381172888,0.010865361269991491,0,19.464285714285715,19,18,17,22
066100-99999,-0.10043787629994616,-0.16691076113422804,-0.0339649914656643,-1,19.821428571428573,22,20,219,225
718820-99999,0.009304871373839951,-0.07007540374622641,0.08868514649390631,0,17.5,21,20,324,338
760013-99999,-0.08347016967706641,-0.2772006365181796,0.11026029716404681,0,22.392857142857142,25,19,258,277
525330-99999,0.3171866447728571,0.20134422231156474,0.4330290672341494,1,21.392857142857142,18,25,300,289
839280-99999,0.18691844553913944,-0.027966752718150467,0.40180364379642936,0,38.035714285714285,37,44,106,97
443140-99999,0.6237000547345495,0.42755254770081136,0.8198475617682877,1,40.75,36,58,321,302
031000-99999,-0.0725232621784343,-0.19882939582024076,0.053782871463372156,0,72.46428571428571,75,73,249,236
357000-99999,-0.431855500821023,-0.7402322462588256,-0.1234787553832204,-1,39.07142857142857,46,32,214,139
232740-99999,-0.7668308702791625,-1.081405034522339,-0.452256706035986,-1,35.42857142857143,39,29,170,163
107520-99999,-0.4162561576354911,-0.8910236540185963,0.058511338747614106,0,35.107142857142854,20,29,262,248
129350-99999,0.277230432402849,0.16900133543578483,0.3854595293699132,1,35.17857142857143,30,44,326,326
333010-99999,-0.09113300492610682,-0.18917973117296893,0.006913721320755281,0,41.25,46,45,256,260
275155-99999,0.18965517241379576,0.09858224308184231,0.2807281017457492,1,40.964285714285715,38,43,248,230
221130-99999,-0.7339901477832591,-0.9685287086107888,-0.49945158695572944,-1,36.785714285714285,50,32,223,212
075600-99999,0.7463054187192216,0.5171210729669244,0.9754897644715188,1,98.32142857142857,88,108,313,325
843700-99999,0.05008210180624831,-0.18579726911224456,0.28596147272474115,0,22.178571428571427,31,25,294,319
033735-99999,-0.41133004926107763,-0.7121790883246688,-0.1104810101974864,-1,53.107142857142854,73,53,239,222
604440-99999,-0.29666119321292145,-0.6404336845346381,0.04711129810879516,0,25.857142857142858,30,40,273,223
572650-99999,0.27367268746579265,0.12075954044395035,0.426585834487635,1,17.285714285714285,11,20,62,87
081750-99999,-0.06787082649151613,-0.18144265197329656,0.04570099899026432,0,33.142857142857146,35,30,215,273
010250-99999,0.09605911330049455,-0.040646670437370996,0.2327648970383601,0,44.464285714285715,44,45,195,207
804250-99999,-0.016146688560482153,-0.27554596660897934,0.243252589488015,0,17.535714285714285,17,26,124,270
074810-99999,0.11795292829775855,0.037072098529414094,0.198833758066103,1,32.535714285714285,32,34,232,283
722310-12916,-0.129994526546249,-0.24013253140168284,-0.01985652169081513,-1,36.25,42,34,104,121
597580-99999,0.6061850027367375,0.28308983162781626,0.9292801738456586,1,27.035714285714285,22,31,94,98
725830-24128,-0.19786535303776712,-0.2898621510376951,-0.10586855503783912,-1,33.892857142857146,39,35,271,226
113550-99999,0.266557197591685,0.12584064841214476,0.40727374677122524,1,13.642857142857142,11,20,197,310
725520-14935,-0.05008210180623923,-0.13671684204093776,0.03655263842845928,0,50.035714285714285,52,50,227,271
385070-99999,0.12999452654626015,-0.022606204766973337,0.28259525785949363,0,40.892857142857146,48,45,355,31
946050-99999,0.31910235358511463,0.015043665594211553,0.6231610415760177,1,42.857142857142854,36,41,232,200
477870-99999,0.31663929939791957,0.18209884803322604,0.4511797507626131,1,37.107142857142854,27,38,341,332
170260-99999,0.08073344280241174,-0.08460680367312931,0.24607368927795278,0,28.25,30,28,296,335
714430-99999,0.21866447728517438,0.11902875357749959,0.31830020099284917,1,32.035714285714285,34,36,271,257
295940-99999,-0.12780514504652385,-0.24286447760386434,-0.012745812489183356,-1,22.392857142857142,27,26,264,251
028970-99999,0.09441707717570347,-0.06582409038522452,0.25465824473663146,0,28.464285714285715,32,33,157,193
321500-99999,0.08894362342638146,-0.025879359139098723,0.20376660599186164,0,30.392857142857142,27,30,334,333
365350-99999,0.1956759715380428,-0.010984572810355475,0.4023365158864411,0,19.178571428571427,16,28,285,219
109350-99999,0.021893814997265143,-0.06327630158615298,0.10706393158068327,0,29.357142857142858,31,29,265,255
672310-99999,-0.1956759715380444,-0.7279351533413049,0.3365832102652161,0,19.535714285714285,21,20,145,135
724655-93990,-0.3467432950191604,-0.4649223921945423,-0.22856419784377852,-1,45.607142857142854,52,43,298,342
947110-99999,0.8831417624521216,0.7205639033458149,1.0457196215584283,1,28.178571428571427,18,38,193,127
286550-99999,-0.058292282430210646,-0.21910937782512616,0.10252481296470486,0,29.035714285714285,34,31,219,240
875480-99999,0.3617952928297797,0.18730964529573113,0.5362809403638282,1,35.142857142857146,29,42,62,55
711210-99999,-0.06896551724137884,-0.17907688607731656,0.041145851594558885,0,35.5,38,33,266,280
470220-99999,0.42501368363437975,0.16319666132416255,0.6868307059445969,1,15.607142857142858,10,24,340,328
710660-99999,0.01997810618500412,-0.04110631706040361,0.08106252943041184,0,22.892857142857142,24,23,352,45
875060-99999,0.318281335522724,0.1706514365402874,0.4659112345051606,1,25.678571428571427,27,32,285,255
646000-99999,0.7969348659004,0.5769444875146807,1.0169252442861192,1,16.642857142857142,12,37,273,296
025180-99999,-0.14203612479473998,-0.5555179365049652,0.27144568691548515,0,71.03571428571429,82,74,245,224
786660-99999,-0.30295566502462823,-0.5660885189033547,-0.039822811145901804,-1,27.321428571428573,39,30,9,17
470460-99999,-0.11412151067323842,-0.2912889395755417,0.06304591822906483,0,21.107142857142858,20,24,306,259
607403-99999,0.13382594417077592,0.0238569275312627,0.24379496081028915,1,44.392857142857146,45,46,26,345
653300-99999,0.34783798576902913,0.20934752542622687,0.4863284461118314,1,19.107142857142858,19,28,153,163
471680-99999,-0.04789272030651523,-0.185463658271829,0.08967821765879855,0,41.464285714285715,40,39,328,338
431850-99999,-0.4567597153804055,-0.6588038549782231,-0.2547155757825878,-1,19.178571428571427,33,17,206,171
981330-99999,0.1403940886699527,-0.07469061964899135,0.35547879698889673,0,32.17857142857143,30,40,45,69
160590-99999,0.5774493705528221,0.390600507067209,0.7642982340384352,1,17.714285714285715,4,21,6,353
170600-99999,0.032840722495895036,-0.11033314888148293,0.176014593873273,0,45.357142857142854,45,45,35,12
947910-99999,0.47837985769020713,0.296782227615321,0.6599774877650932,1,39.42857142857143,30,42,195,253
949260-99999,0.46934865900383815,0.29028021120467956,0.6484171068029967,1,32.464285714285715,26,36,306,332
348800-99999,-0.8858784893267776,-1.1125135395330439,-0.6592434391205113,-1,31.25,43,24,255,102
299560-99999,0.09961685823754857,-0.010604991442867959,0.2098387079179651,0,23.214285714285715,21,26,235,248
171900-99999,0.05172413793103914,-0.2515560615908032,0.35500433745288146,0,23.964285714285715,28,23,342,335
471700-99999,-0.3828680897646495,-0.5717629320393777,-0.19397324748992129,-1,36.035714285714285,38,24,349,315
031620-99999,-0.0968801313628857,-0.24680663630688796,0.05304637358111655,0,37.07142857142857,45,39,236,236
607800-99999,0.42884510125890285,0.27833562683263136,0.5793545756851743,1,45.607142857142854,43,50,91,85
514630-99999,-0.03530377668308765,-0.20306323107119664,0.13245567770502134,0,22.892857142857142,23,20,342,32
110350-99999,0.3087027914614193,0.09460788484474991,0.5227976980780887,1,32.857142857142854,32,37,274,288
678710-99999,-0.6261631089217445,-0.9207322845410655,-0.33159393330242354,-1,28.928571428571427,30,20,104,96
475910-99999,0.10536398467433239,-0.004897279853105438,0.21562524920177023,0,38.535714285714285,39,43,321,309
852070-99999,-0.3095238095238124,-0.43522564757576365,-0.18382197147186116,-1,25.892857142857142,32,20,331,320
684780-99999,0.19786535303777247,-0.01879039685222003,0.414521102927765,0,10.75,12,14,155,106
984440-99999,-0.14532019704432744,-0.34227148915529404,0.05163109506663918,0,24.607142857142858,38,21,28,50
160450-99999,0.245758073344284,0.10412901809109593,0.3873871285974721,1,23.928571428571427,21,20,37,57
948490-99999,-1.5862068965517513,-2.0688631674650275,-1.1035506256384748,-1,31.071428571428573,46,10,281,266
719240-99999,0.051724137931028924,-0.14791411773130542,0.25136239359336326,0,55.964285714285715,48,61,23,32
653440-99999,0.058018609742746474,-0.053399284069243116,0.16943650355473605,0,41.285714285714285,38,41,250,215
403100-99999,-0.3111658456486091,-0.6340872316274271,0.011755540330208869,0,27.75,32,12,262,290
517300-99999,0.12616310892173305,0.012362281311528028,0.23996393653193807,1,14.607142857142858,15,19,37,18
431100-99999,-0.24384236453202296,-0.3249984133965693,-0.1626863156674766,-1,16.392857142857142,20,17,314,301
066430-99999,-0.12178434592227855,-0.1697513993441632,-0.0738172925003939,-1,16.964285714285715,19,16,277,243
643870-99999,0.08675424192665541,-0.19134666797203953,0.3648551518253504,0,20.25,17,24,118,111
914250-99999,-0.38861521620143014,-0.5288014155960264,-0.24842901680683382,-1,23.428571428571427,27,14,283,59
403570-99999,0.345648604269303,0.17735977440305803,0.5139374341355479,1,37.892857142857146,38,38,317,347
225830-99999,-0.08949096880131532,-0.16580541064417803,-0.013176526958452617,-1,19.321428571428573,20,20,255,258
644050-99999,0.05199781061849949,-0.2567199157297451,0.36071553696674413,0,7.642857142857143,5,22,213,224
653760-99999,-0.16146688560481695,-0.2639515266145692,-0.058982244595064695,-1,17.285714285714285,22,16,249,255
969350-99999,0.3018609742747746,0.12379120923508449,0.4799307393144647,1,26.535714285714285,26,30,74,115
967970-99999,0.19567597153804425,0.09365734400508725,0.29769459907100126,1,19.535714285714285,18,21,272,242
710563-99999,0.1674876847290669,0.04849825731397743,0.28647711214415633,1,31.642857142857142,30,36,257,261
724380-93819,-0.06704980842911967,-0.14637900855316788,0.012279391694928546,0,43.035714285714285,44,45,236,237
503530-99999,0.4184455391352041,0.17981420828801203,0.6570768699823961,1,19.321428571428573,18,33,340,330
766320-99999,-0.03940886699507162,-0.6140184832815945,0.5352007492914512,0,30.428571428571427,35,17,21,36
972400-99999,0.1765188834154375,0.03983553778704013,0.3132022290438349,1,22.535714285714285,20,28,13,168
726620-24090,-0.1351943076080992,-0.24496336621558717,-0.025425249000611203,-1,47.57142857142857,53,49,335,342
724080-13739,-0.14477285166940418,-0.23343941323261355,-0.056106290106194806,-1,41.892857142857146,45,41,265,281
589210-99999,0.03913519430760429,-0.026124744333753377,0.10439513294896195,0,16.607142857142858,11,17,352,44
543110-99999,0.5027367268746676,0.3677302793632056,0.6377431743861297,1,20.607142857142858,17,25,314,310
956260-99999,-0.48385331143953014,-0.7926635157743985,-0.17504310710466175,-1,20.928571428571427,22,16,280,42
895140-99999,-0.7170224411603868,-1.2127788616749495,-0.22126602064582412,-1,85.64285714285714,90,86,145,149
333770-99999,-0.007662835249041544,-0.08873440476312809,0.073408734265045,0,20.0,21,23,270,264
726810-24131,-0.2572523262178462,-0.3318245616400505,-0.18268009079564196,-1,34.142857142857146,39,34,35,165
616120-99999,-0.5987958401751547,-0.750259355794083,-0.4473323245562265,-1,19.5,33,17,10,340
726930-24221,-0.26053639846743415,-0.3694713459489986,-0.1516014509858697,-1,31.142857142857142,38,32,216,230
714330-99999,0.10727969348659155,-0.16129865514397868,0.3758580421171618,0,65.0,63,66,265,334
036720-99999,0.030651340996170562,-0.08212875175830199,0.1434314337506431,0,38.214285714285715,40,38,243,257
239090-99999,-0.2920087575260045,-0.36947306337417896,-0.2145444516778301,-1,32.75,35,30,228,226
725340-14819,-0.14477285166940096,-0.2558339422580576,-0.03371176108074429,-1,45.035714285714285,52,46,242,263
984350-99999,-0.1584564860426897,-0.31496265658856815,-0.001950315496811239,-1,22.75,31,22,37,43
024600-99999,-0.2665571975916853,-0.47913520207265836,-0.0539791931107122,-1,39.07142857142857,41,34,237,220
627210-99999,0.4397920087575299,0.2483877540234903,0.6311962634915694,1,42.25,34,49,331,342
466860-99999,0.4507389162561676,0.2625710025156769,0.6389068299966583,1,55.25,54,61,54,45
800990-99999,-0.22495894909688752,-0.5513116426992433,0.10139374450546818,0,18.071428571428573,16,13,54,97
865823-99999,-0.4329501915708827,-0.6129483000933453,-0.2529520830484201,-1,48.785714285714285,60,49,112,91
548570-99999,-0.5596606458675443,-0.7272749332552807,-0.39204635847980784,-1,40.67857142857143,56,36,80,174
478920-99999,0.027640941434044358,-0.04856113756222441,0.10384302043031313,0,27.607142857142858,26,28,290,314
710750-99999,-0.30569239189928993,-0.4034218051401538,-0.20796297865842608,-1,33.32142857142857,41,27,270,301
724645-23070,0.0911330049261066,-0.005740301292232228,0.18800631114444544,0,44.607142857142854,40,45,225,264
031110-99999,-0.023809523809520672,-0.16717377741513356,0.11955472979609222,0,62.32142857142857,67,63,243,247
029720-99999,0.03311439518336487,-0.13875740458895086,0.2049861949556806,0,32.67857142857143,37,33,234,242
655220-99999,0.08784893267651686,-0.004835905428171597,0.1805337707812053,0,16.892857142857142,12,19,163,158
677610-99999,-0.2312534209085964,-0.3416325147264083,-0.12087432709078452,-1,11.607142857142858,15,10,199,271
131600-99999,-0.1174055829228253,-0.17815834456494073,-0.05665282128070985,-1,22.892857142857142,25,25,325,290
723805-23179,-0.41133004926109507,-0.6261864719932302,-0.1964736265289599,-1,40.67857142857143,40,38,348,287
029170-99999,0.24493705528188814,0.11545162375401369,0.3744224868097626,1,32.17857142857143,31,38,167,214
626600-99999,0.4381499726327454,9.372503250165698e-05,0.8762062202329892,1,35.17857142857143,38,76,18,340
470750-99999,0.3448275862069069,0.1265573952536023,0.5630977771602115,1,18.428571428571427,20,29,227,243
725470-94908,-0.206349206349203,-0.3536886968600427,-0.05900971583836334,-1,45.07142857142857,55,46,234,263
404350-99999,0.09715380405035867,-0.7339105093769523,0.9282181174776697,0,51.82142857142857,53,56,145,78
872890-99999,0.3308702791461449,0.1111101241846722,0.5506304341076176,1,42.035714285714285,37,44,98,120
700637-27406,0.03886152162014456,-0.1141156073323969,0.191838650572686,0,55.07142857142857,57,61,85,91
153460-99999,0.281882868089769,0.1987556530771819,0.36501008310235605,1,15.428571428571429,12,18,326,350
309780-99999,0.01778872468528117,-0.13076430677927114,0.1663417561498335,0,31.892857142857142,37,38,333,317
727340-14847,-0.3404488232074472,-0.4198925511823954,-0.261005095232499,-1,34.785714285714285,41,32,302,284
617310-99999,-0.18582375478927754,-0.4664862940946329,0.0948387845160778,0,23.607142857142858,23,16,245,50
726660-24029,-0.20169677066228728,-0.33044353125835213,-0.07295001006622243,-1,32.607142857142854,40,33,283,286
636120-99999,-0.03585112205801738,-0.34316396282798534,0.2714617187119506,0,34.32142857142857,37,32,82,85
624400-99999,0.9110563765736321,0.6971296415196492,1.124983111627615,1,33.035714285714285,22,42,337,339
518280-99999,0.3259441707717601,0.2238644775172596,0.4280238640262606,1,19.25,13,22,250,274
476580-99999,-0.10016420361248296,-0.18643275589434108,-0.013895651330624842,-1,38.0,37,39,261,253
946380-99999,-0.2471264367816165,-0.37662277155432555,-0.11763010200890747,-1,51.67857142857143,50,47,218,134
943330-99999,0.44663382594418194,0.011425916036678863,0.881841735851685,1,27.928571428571427,27,27,176,123
726880-24155,0.00821018062397455,-0.0954804021682565,0.1119007634162056,0,37.5,38,35,253,242
839140-99999,0.5473453749315906,0.3806202923491919,0.7140704575139893,1,40.92857142857143,35,51,50,77
060110-99999,-0.10481663929940227,-0.2805457090848043,0.07091243048599977,0,64.75,63,57,238,345
479170-99999,nan,nan,nan,0,35.851851851851855,50.0,40.0,143.0,66.0
012100-99999,0.07827038861522384,-0.10476922297161612,0.2613100002020638,0,50.92857142857143,58,53,207,204
012120-99999,0.14367816091955038,-0.3588604978933653,0.646216819732466,0,73.03571428571429,81,78,223,232
477860-99999,-0.18500273672687695,-0.24636091893178572,-0.12364455452196818,-1,43.57142857142857,46,39,61,30
724500-03928,-0.1666666666666638,-0.2767392304339662,-0.05659410289936141,-1,51.535714285714285,60,52,181,150
674770-99999,-0.07033388067871425,-0.43413034627332375,0.2934625849158952,0,26.535714285714285,22,19,107,110
606400-99999,0.38067870826492745,0.009586701675460052,0.7517707148543948,1,37.535714285714285,41,39,80,80
535430-99999,-0.22112753147236308,-0.2795544846737086,-0.1627005782710176,-1,28.714285714285715,31,25,223,259
470680-99999,0.39983579638753064,0.2375675719928873,0.5621040207821739,1,22.178571428571427,22,27,351,314
838990-99999,0.31308155446086994,0.24867826023260223,0.3774848486891377,1,31.285714285714285,28,35,354,3
219460-99999,-0.09770114942528718,-0.1925957488928915,-0.002806549957682869,-1,38.607142857142854,42,41,254,290
132660-99999,-0.09003831417624927,-0.17447430389381746,-0.005602324458681099,-1,23.964285714285715,22,23,11,14
025500-99999,-0.09222769567597011,-0.21363410966273985,0.02917871831079963,0,39.25,44,41,234,227
682420-99999,-0.20224411603721312,-0.4063237795107383,0.0018355474363120072,0,37.464285714285715,51,35,20,28
129100-99999,-0.19184455391352226,-0.24150219222130237,-0.14218691560574215,-1,19.464285714285715,22,18,275,258
427010-99999,-0.48494800218938783,-0.6241230680946694,-0.3457729362841062,-1,19.857142857142858,27,17,277,277
767370-99999,0.06951286261631333,-0.05387826879714604,0.1929039940297727,0,12.0,13,15,135,89
314390-99999,-0.09523809523809679,-0.25505280927537766,0.06457661879918411,0,23.285714285714285,24,26,13,15
470580-99999,0.1083743842364546,0.02350891595912774,0.19323985251378145,1,17.642857142857142,16,20,298,307
577760-99999,0.09003831417625396,-0.09604508678980947,0.2761217151423174,0,51.32142857142857,59,51,231,212
723170-13723,-0.15982484948002296,-0.2522533920791461,-0.06739630688089983,-1,32.214285714285715,36,33,255,263
945890-99999,-0.15325670498084576,-0.2803217339751539,-0.0261916759865376,-1,40.642857142857146,42,38,121,160
716200-99999,0.0960591133005016,-0.045037760091544976,0.23715598669254817,0,42.607142857142854,50,45,243,235
164530-99999,-0.11603721948549206,-0.2950814003152046,0.06300696134422046,0,34.5,42,33,243,257
014080-99999,0.06048166392994875,-0.1007565918864897,0.2217199197463872,0,60.464285714285715,69,62,230,222
675610-99999,-0.20197044334975844,-0.34634203525990975,-0.057598851439607135,-1,23.428571428571427,24,27,97,97
121350-99999,-0.11767925561028658,-0.25683333117305224,0.021474819952479074,0,39.5,47,45,243,248
474020-99999,0.48467432950192674,0.33468297434382877,0.6346656846600247,1,32.67857142857143,31,39,238,252
766534-99999,0.23836891078270928,-0.10535949836102021,0.5820973199264388,0,31.821428571428573,31,37,229,237
262580-99999,0.1004378762999519,-0.11796114386154974,0.3188368964614535,0,23.107142857142858,28,29,247,223
722405-13976,-0.5396825396825502,-0.6673707694879653,-0.41199430987713515,-1,31.142857142857142,35,27,136,177
941390-99999,0.1020799124247431,-0.1314392457004515,0.3355990705499377,0,35.17857142857143,36,31,70,93
714410-99999,0.031746031746034076,-0.06939948638084717,0.13289154987291532,0,48.57142857142857,50,50,285,293
718340-99999,-0.13108921729611614,-0.2648937982409499,0.002715363648717606,0,31.607142857142858,33,33,258,275
851530-99999,0.15900383141762825,0.02106392540613919,0.2969437374291173,1,26.178571428571427,26,31,324,335
785430-11640,-0.2769567597153828,-0.43541481026239237,-0.11849870916837327,-1,47.642857142857146,53,52,87,81
725845-23225,0.39983579638752526,0.3061868369547066,0.4934847558203439,1,23.607142857142858,17,29,189,162
171120-99999,0.11056376573618687,-0.0767987357304809,0.29792626720285464,0,36.5,42,39,26,48
443470-99999,0.388067870826497,0.12931592635841394,0.6468198152945801,1,41.92857142857143,36,56,313,316
821810-99999,-0.3347016967706671,-0.47666577131031806,-0.1927376222310161,-1,33.25,38,29,68,52
407470-99999,0.24055829228243172,0.09468235263596395,0.3864342319288995,1,20.535714285714285,15,22,224,212
957230-99999,-0.35221674876847997,-0.7118804984997829,0.007447000962822858,0,24.964285714285715,28,14,260,274
284810-99999,-0.11275314723590654,-0.18687846678147357,-0.038627827690339525,-1,27.5,30,28,201,208
317130-99999,0.28981937602627517,0.16641118107431135,0.413227570978239,1,16.892857142857142,11,20,306,259
679910-99999,-0.2022441160372215,-0.33889896351859083,-0.0655892685558522,-1,10.107142857142858,14,10,104,117
946470-99999,0.36836343732895493,0.15960550269194523,0.5771213719659647,1,43.92857142857143,33,45,209,111
346010-99999,-0.2159277504105141,-0.3010677085396017,-0.1307877922814265,-1,37.892857142857146,39,37,284,340
424920-99999,0.2586206896551766,0.13404280637134836,0.38319857293900483,1,16.107142857142858,13,17,82,95
476560-99999,-0.010946907498629643,-0.05181908961463405,0.029925274617374764,0,21.5,24,21,132,254
343910-99999,-0.024630541871921235,-0.12546970563200074,0.07620862188815827,0,33.142857142857146,34,34,231,214
688580-99999,0.08702791461412251,-0.04932404000256729,0.22337986923081232,0,47.57142857142857,46,50,273,233
170380-99999,0.5681444991789918,0.38333587980652795,0.7529531185514556,1,26.714285714285715,21,31,232,237
916910-99999,-0.41844553913519955,-0.6988883854384793,-0.13800269283191985,-1,27.321428571428573,34,27,106,104
676330-99999,-0.2944718117131947,-0.5299291841607531,-0.05901443926563629,-1,27.714285714285715,32,20,55,74
676650-99999,-0.23180076628353127,-0.4385997855889679,-0.025001746978094652,-1,30.035714285714285,29,30,102,89
823610-99999,0.09770114942528474,-0.07666426829133946,0.2720665671419089,0,19.75,14,19,9,55
689940-99999,-0.022988505747136345,-0.20279190134556457,0.15681488985129188,0,78.35714285714286,67,79,287,286
947280-99999,0.01724137931034718,-0.10953989627789217,0.1440226548985865,0,19.75,22,17,242,333
823320-99999,0.073617952928301,-0.058776544650245344,0.20601245050684736,0,17.464285714285715,19,20,80,102
069900-99999,-0.21674876847291016,-0.2708298501542092,-0.16266768679161114,-1,20.785714285714285,23,19,130,146
382640-99999,-0.02298850574712552,-0.11609666948827546,0.07011965799402442,0,38.642857142857146,40,37,37,21
479290-99999,-0.3522167487684683,-0.6677689416220737,-0.03666455591486295,-1,41.17857142857143,57,42,56,51
163100-99999,-0.6165845648604398,-0.787936069794068,-0.4452330599268115,-1,35.107142857142854,39,31,34,285
128510-99999,-0.16365626710454395,-0.2878820292712733,-0.039430504937814595,-1,40.357142857142854,44,42,256,253
117230-99999,-0.08949096880131796,-0.2175377672978939,0.038555829695257976,0,35.464285714285715,33,36,290,318
133830-99999,0.1573617952928302,0.001326367443117843,0.3133972231425426,1,15.035714285714286,11,20,344,208
443540-99999,0.31937602627258854,0.11936500198593586,0.5193870505592413,1,44.32142857142857,47,55,325,343
726440-14925,-0.34291187739463513,-0.4894066007511436,-0.19641715403812668,-1,52.82142857142857,64,52,240,258
718500-99999,0.05062944718117443,-0.05280528160701872,0.15406417596936758,0,37.964285714285715,40,39,240,251
476020-99999,0.3659003831417636,0.19679396516332348,0.5350068011202037,1,47.82142857142857,38,52,321,316
382620-99999,0.4945265462506906,0.3097435477823871,0.6793095447189941,1,24.607142857142858,17,24,344,6
941470-99999,0.3587848932676623,0.11879884876342015,0.5987709377719044,1,61.107142857142854,63,67,115,112
351730-99999,-0.17268746579091376,-0.3249019932956808,-0.020472938286146714,-1,32.535714285714285,38,34,247,213
132720-99999,0.04132457580733567,-0.07065981703002172,0.15330896864469307,0,31.821428571428573,32,34,234,241
034820-99999,0.049534756431312554,-0.05275124045104121,0.15182075331366632,0,46.32142857142857,50,47,224,228
478270-99999,0.1316365626710438,0.011219461377868195,0.25205366396421935,1,32.107142857142854,26,33,336,337
683280-99999,-0.4061302681992417,-0.6532147761504113,-0.15904576024807207,-1,30.285714285714285,33,32,60,17
539150-99999,0.0851122058018621,0.020543006853018547,0.14968140475070565,1,20.321428571428573,19,24,14,337
039084-99999,0.13546798029556822,-0.06042818013274254,0.331364140723879,0,53.464285714285715,52,57,248,236
765710-99999,0.12041598248495619,-0.11307799974087382,0.3539099647107862,0,17.142857142857142,23,30,75,105
722595-13911,0.17077175697865066,-0.04337635464703138,0.3849198686043327,0,42.57142857142857,34,44,168,168
163440-99999,0.9181718664477472,0.5966968408985979,1.2396468919968964,1,34.82142857142857,29,53,264,289
949390-99999,0.032293377120964695,-0.27671729818069823,0.3413040524226276,0,65.85714285714286,66,46,264,249
085750-99999,-0.0068418171866410915,-0.26236021716774904,0.2486765827944669,0,23.321428571428573,28,19,264,325
480010-99999,-0.5065681444991893,-0.6425379606812549,-0.37059832831712375,-1,6.892857142857143,10,4,215,78
247380-99999,-0.11466885604816868,-0.21271905809043107,-0.016618654005906286,-1,19.321428571428573,20,21,238,247
167340-99999,0.09304871373837431,-0.04716873823076892,0.23326616570751754,0,44.42857142857143,48,43,311,315
725780-24156,-0.16912972085385858,-0.2926222125460395,-0.04563722916167766,-1,43.285714285714285,49,43,224,227
151700-99999,0.40695128626163923,0.31285681896086676,0.5010457535624118,1,14.678571428571429,12,19,282,277
875630-99999,-0.2509578544061357,-0.4829433656719888,-0.018972343140282594,-1,27.178571428571427,28,29,355,145
943260-99999,0.24822112753146786,0.10409346851373746,0.39234878654919825,1,35.17857142857143,23,36,124,113
890020-99999,-0.1190476190476194,-0.3236823719023547,0.08558713380711588,0,89.39285714285714,93,87,94,95
080230-99999,0.9912424740011055,0.5264530775073504,1.4560318704948607,1,41.07142857142857,23,46,207,278
575540-99999,0.19868637110016835,0.08422021083229823,0.31315253136803844,1,11.857142857142858,11,15,60,84
865000-99999,0.22331691297208708,0.10643030545016464,0.34020352049400954,1,22.785714285714285,18,27,106,86
602650-99999,-0.3538587848932778,-0.4883445838572805,-0.2193729859292751,-1,31.321428571428573,30,25,295,238
718130-99999,0.34044882320745234,0.1931420487726877,0.487755597642217,1,45.285714285714285,45,46,283,270
890620-99999,0.3669950738916231,-0.04193678367846726,0.7759269314617134,0,64.82142857142857,51,68,44,31
444340-99999,0.09989053092502004,-0.1972225371380345,0.3970035989880746,0,7.607142857142857,12,17,77,142
029760-99999,0.02162014230980247,-0.30885280542101806,0.352093090040623,0,49.607142857142854,55,51,238,211
722170-03813,-0.31554460864805794,-0.4140332624346736,-0.2170559548614423,-1,26.035714285714285,34,26,343,266
636710-99999,0.5199781061850175,0.2521024636775775,0.7878537486924575,1,32.214285714285715,34,36,156,150
765850-99999,0.18062397372742584,0.05751349634164045,0.30373445111321123,1,6.0,5,12,44,30
407030-99999,0.9510125889436404,0.7993546514713052,1.1026705264159755,1,15.964285714285714,7,32,85,90
911820-22521,-0.16228790366721496,-0.3043352882511864,-0.020240519083243508,-1,46.464285714285715,50,44,59,53
599480-99999,1.5725232621784704,0.9944428893522508,2.15060363500469,1,28.571428571428573,23,54,87,57
295240-99999,0.0019157088122650212,-0.09730135497510202,0.10113277259963206,0,26.107142857142858,31,28,213,240
714080-99999,0.02627257799671423,-0.3452259414320959,0.39777109742552436,0,92.57142857142857,91,87,240,268
083730-99999,-0.05473453749316107,-0.18617770559244395,0.07670863060612182,0,37.285714285714285,35,36,45,23
542730-99999,-0.12041598248495103,-0.21630211992459047,-0.024529845045311582,-1,21.928571428571427,22,23,263,256
118550-99999,0.4055829228243102,0.31447511923034976,0.4966907264182706,1,42.07142857142857,39,49,334,318
677850-99999,-0.4594964422550718,-0.713127289903763,-0.20586559460638065,-1,14.035714285714286,17,9,46,67
560210-99999,0.08757525998905599,0.003906889401787114,0.17124363057632486,1,23.214285714285715,24,26,268,260
471840-99999,-0.20826491516146697,-0.30845904631381615,-0.10807078400911778,-1,33.67857142857143,40,31,3,335
103430-99999,0.18253968253968966,-0.04071797329090787,0.4057973383702872,0,31.25,34,39,234,242
