stationNumber,slope,lowBound,hightBound,slopeInt,pw1985,pw1995
324110-99999,-0.11818181818179418,-0.8081594185833797,0.5717957822197913,0,96,119
111410-99999,-0.09999999999999543,-0.34515689176435327,0.14515689176436242,0,71,170
109350-99999,-0.8272727272727125,-1.5296699765307764,-0.12487547801464871,-1,256,263
839250-99999,1.0818181818180657,-1.1780424215488225,3.341678785184954,0,30,41
895420-99999,-1.43636363636357,-3.8085973573249556,0.9358700845978158,0,135,126
719104-99999,-0.02727272727270247,-0.5770010197142305,0.5224555651688255,0,274,283
725540-14949,0.2909090909090768,-0.21913400707555242,0.800952188893706,0,350,26
157120-99999,0.2818181818181602,-0.04686563374164865,0.6105019973779691,0,329,344
362780-99999,-0.3909090909091033,-1.2712123912910998,0.48939420947289314,0,269,110
084300-99999,0.19090909090909447,-0.1625734783071009,0.5443916601252898,0,51,26
724699-99999,0.6909090909090727,0.015628560822234627,1.3661896209959108,1,301,280
431580-99999,0.6818181818180262,-2.1235109876470433,3.4871473512830957,0,289,291
354160-99999,0.5181818181817404,-0.6167539259178161,1.6531175622812968,0,212,176
830950-99999,1.299999999999962,0.8551624348331606,1.7448375651667636,1,87,119
357150-99999,1.199999999999851,-0.7342339926993826,3.1342339926990848,0,92,54
529840-99999,-0.2909090909090768,-0.5814197023388772,-0.00039847947927634797,-1,7,8
616120-99999,0.5818181818181869,-0.30838497700888934,1.4720213406452631,0,38,10
679750-99999,-0.23636363636359947,-0.7065201862651898,0.23379291353799075,0,119,117
724125-99999,0.17272727272724175,-0.3337563202578787,0.6792108657123622,0,217,241
232260-99999,0.6545454545454561,0.15099289855889897,1.1580980105320133,1,199,206
236310-99999,0.9545454545454235,0.6304689111704839,1.278621997920363,1,354,263
570340-99999,0.21818181818180427,-0.4695104607068572,0.9058740970704657,0,219,264
851140-99999,-0.3818181818181463,-0.80527879033387,0.04164242669757734,0,329,341
718150-99999,-0.39090909090909065,-0.9152622432924749,0.13344406147429355,0,283,314
150520-99999,0.9999999999999187,-0.15482194939948668,2.154821949399324,0,174,292
333470-99999,-1.0636363636361832,-6.0165069573075085,3.889234230035142,0,305,257
726520-99999,0.018181818181780773,-0.5510739771425036,0.5874376135060652,0,335,7
746716-93808,0.04545454545452543,-0.38455807569920664,0.4754671666082575,0,253,237
319420-99999,0.08181818181817846,-0.18535183708123454,0.34898820071759146,0,250,245
014980-99999,-0.42727272727269305,-1.0408258913805426,0.1862804368351566,0,311,351
298320-99999,-0.08181818181820333,-0.8358394095651216,0.6722030459287149,0,224,344
481080-99999,-0.2909090909090588,-1.0541288722952382,0.4723106904771207,0,250,214
726885-24152,-0.23636363636362212,-0.3477445555601636,-0.12498271716708065,-1,244,220
154090-99999,-0.054545454545492866,-0.6443960732455339,0.5353051641545482,0,351,342
548520-99999,0.4363636363636356,0.03454006265972481,0.8381872100675465,1,313,325
586080-99999,-0.8363636363635991,-1.1471918191657184,-0.5255354535614798,-1,62,60
655620-99999,4.1545454545451825,-0.636967611714125,8.94605852080449,0,206,58
574760-99999,-0.33636363636363376,-0.661598116588478,-0.011129156138789509,-1,25,67
478910-99999,-0.018181818181820297,-0.13612007102465348,0.09975643466101289,0,292,281
607340-99999,-0.2909090909090586,-0.7869399014720884,0.2051217196539712,0,282,321
161290-99999,2.3727272727270803,-1.0464033536280337,5.791857899082194,0,23,230
702460-26512,-1.0727272727271755,-2.7000695770095504,0.5546150315551996,0,196,66
307770-99999,0.4363636363636054,-0.2524210852770815,1.1251483580042922,0,252,225
316830-99999,-0.1999999999999863,-0.506259171077812,0.10625917107783944,0,318,338
279470-99999,-0.08181818181814648,-0.7002536064802306,0.5366172428439376,0,231,215
161470-99999,0.3636363636363422,-0.039588109983623,0.7668608372563075,0,173,281
033160-99999,1.1999999999999815,0.3010768758774609,2.098923124122502,1,240,251
022000-99999,-0.36363636363630736,-1.000083691101712,0.2728109638290971,0,168,190
584070-99999,0.3363636363636284,0.05115848320956523,0.6215687895176916,1,28,52
723260-13891,-1.2909090909090355,-2.212546300961029,-0.36927188085704166,-1,274,278
470050-99999,0.11818181818184614,-0.4159383175385293,0.6523019539022216,0,201,221
919480-99999,0.9363636363635877,0.13017694421271309,1.7425503285144623,1,19,80
082200-99999,0.9727272727272211,-0.4980064114150411,2.443460956869483,0,242,121
485680-99999,-1.3909090909090276,-1.8533563949996228,-0.9284617868184324,-1,110,87
690170-99999,-2.372727272727177,-3.94399335363772,-0.8014611918166346,-1,80,135
234120-99999,-0.3454545454545297,-0.6423648368889963,-0.04854425402006318,-1,61,206
592090-99999,-0.09999999999999898,-0.24031879475300236,0.0403187947530044,0,243,238
994020-99999,0.7454545454545283,0.33210185234592243,1.158807238563134,1,198,327
676990-99999,0.6818181818181186,0.17459289545673573,1.1890434681795015,1,133,128
723675-99999,-0.28181818181816887,-0.6849843817947061,0.12134801815836843,0,55,104
162300-99999,1.1999999999999253,0.7058675156147924,1.6941324843850583,1,321,318
768050-99999,0.21818181818179339,-0.11652299658823256,0.5528866329518194,0,271,297
154980-99999,-0.33636363636364597,-0.7573200206226485,0.08459274789535648,0,281,271
722085-93831,-0.4454545454545302,-0.7362076870042933,-0.15470140390476717,-1,237,106
386130-99999,0.027272727272726005,-0.30083871725537353,0.35538417180082554,0,19,2
622120-99999,0.7636363636363601,0.24139347354292373,1.2858792537297965,1,68,49
164600-99999,0.7181818181818125,0.059279071704945285,1.3770845646586798,1,135,313
030130-99999,1.818181818181797,0.5142853303664965,3.1220783059970976,1,295,256
560460-99999,0.01818181818181186,-0.2739418573477699,0.3103054937113936,0,326,320
249590-99999,-0.9272727272726988,-1.3406254203813048,-0.5139200341640928,-1,297,324
724936-23254,0.1636363636363498,-0.267522159560954,0.5947948868336537,0,264,252
030590-99999,0.5272727272727273,-0.36798365942385547,1.4225291139693101,0,249,249
256210-99999,-1.0090909090908882,-1.8184190535661706,-0.1997627646156056,-1,241,172
836600-99999,0.1363636363636318,-0.8858164150763272,1.1585436878035908,0,112,99
130670-99999,-0.2727272727272618,-0.5273800268064601,-0.018074518648063587,-1,286,301
124650-99999,-0.2727272727272476,-0.8010533615436126,0.2555988160891174,0,245,248
684780-99999,-0.018181818181844056,-0.5866115271685296,0.5502478908048415,0,77,118
723446-13971,-0.2727272727272734,-0.4851223519466484,-0.06033219350789837,-1,207,210
674210-99999,0.07272727272725099,-0.5917503167818139,0.7372048622363159,0,118,117
724460-03947,-0.6181818181817693,-1.214056329646183,-0.02230730671735548,-1,210,187
029010-99999,2.527272727272601,-1.428353977477291,6.482899432022494,0,266,129
655220-99999,0.8545454545454123,0.44645570066421864,1.262635208426606,1,157,148
369940-99999,-0.1181818181818377,-0.8335715680501,0.5972079316864246,0,225,242
154430-99999,1.3322676295501878e-15,-0.38656487916487603,0.3865648791648787,0,349,333
589310-99999,-0.1727272727272,-1.245685991356421,0.9002314459020211,0,172,204
483000-99999,-0.06363636363636055,-0.15837464846747434,0.031101921194753246,0,210,228
725115-14711,1.190909090909031,0.47657109535369113,1.905247086464371,1,296,300
915020-99999,0.2727272727273031,-0.6088828879842496,1.1543374334388559,0,270,163
620020-99999,-0.7999999999999776,-1.4975974029742143,-0.10240259702574084,-1,347,357
337880-99999,1.4090909090908235,0.5394212379386849,2.2787605802429622,1,40,67
895920-99999,-0.6909090909089848,-2.8471812029893435,1.465363021171374,0,133,121
239250-99999,1.3636363636362896,0.37214331355001296,2.3551294137225662,1,252,360
043390-99999,0.6000000000000321,-0.3095247345150668,1.5095247345151308,0,45,20
992780-99999,-0.08181818181815181,-0.9532152104835863,0.7895788468472826,0,267,248
121050-99999,-1.3272727272726241,-2.0701496298460906,-0.5843958246991579,-1,228,242
219460-99999,-0.37272727272728456,-0.8650972892688846,0.11964274381431556,0,14,238
542080-99999,-0.33636363636358624,-0.9383188576324304,0.2655915849052579,0,264,271
111480-99999,-0.2727272727272698,-0.668897712584316,0.12344316712977632,0,256,261
085750-99999,-0.018181818181814968,-0.2409436565748984,0.20458002021126848,0,265,272
637090-99999,1.263636363636273,0.4280263695521892,2.099246357720357,1,85,91
683780-99999,-0.5454545454545048,-1.611845658710378,0.5209365678013684,0,318,297
529080-99999,-0.5909090909090322,-1.2061449021068853,0.02432672028882088,0,274,284
724917-23233,-0.6818181818181484,-0.984915584716137,-0.3787207789201596,-1,297,280
467300-99999,-1.2636363636362589,-2.1878956633883053,-0.3393770638842125,-1,16,13
319940-99999,15.91818181818082,-0.15432111778400426,31.990684754145644,0,290,10
223120-99999,0.28181818181816176,0.08090639496620489,0.48272996867011864,1,3,292
541340-99999,-1.1454545454544798,-1.8052481589270797,-0.48566093198188,-1,276,283
780950-99999,-0.7272727272727186,-1.7591755180714412,0.30463006352600397,0,68,88
839980-99999,-0.690909090909055,-1.7476502085846648,0.3658320267665549,0,131,152
433770-99999,0.5090909090907716,-1.5214771415890715,2.5396589597706147,0,337,313
480570-99999,2.3636363636362887,-0.0723571124175102,4.799629839690088,0,209,186
163320-99999,0.5636363636363555,-0.4423482898641382,1.5696210171368492,0,1,329
258210-99999,nan,nan,nan,0,350.0,nan
030650-99999,-4.936363636363357,-8.053786035405649,-1.8189412373210643,-1,224,261
916930-99999,0.9454545454544858,0.21727181839318688,1.6736372725157849,1,119,123
565860-99999,-1.0181818181817683,-1.2409436565748604,-0.7954199797886763,-1,5,7
374700-99999,-0.6999999999999502,-1.4813221305160127,0.08132213051611226,0,306,314
296130-99999,0.8909090909090254,0.3744570147558446,1.4073611670622062,1,201,210
478970-99999,-0.06363636363635461,-0.6489685197061408,0.5216957924334316,0,354,17
970080-99999,-0.4181818181817565,-1.161691010343318,0.32532737397980505,0,225,64
722958-99999,-1.4090909090908488,-2.2006901047710854,-0.6174917134106123,-1,230,229
353440-99999,-1.0363636363635553,-3.0396726274093706,0.96694535468226,0,292,50
010280-99999,-0.10909090909093333,-0.6117094027707728,0.39352758458890613,0,50,48
152800-99999,1.2090909090908148,-0.010467351499134248,2.4286491696807637,0,272,280
161150-99999,0.1454545454545404,-0.46166976991747155,0.7525788608265523,0,0,354
285980-99999,0.154545454545437,-0.4019793042240606,0.7110702133149346,0,224,249
969960-99999,0.05454545454543425,-1.6156619797653773,1.7247528888562458,0,121,117
170220-99999,0.10909090909089292,-0.1560487118249133,0.37423053000669915,0,203,171
377350-99999,-0.2636363636363943,-1.1109736150875027,0.5837008878147142,0,300,295
607700-99999,-0.35454545454545583,-0.8224477647548397,0.11335685566392806,0,28,15
124880-99999,-0.27272727272725916,-0.6154783579910343,0.07002381253651596,0,244,248
306270-99999,0.12727272727271277,-0.23181526912784128,0.4863607236732668,0,322,311
534630-99999,-0.12727272727272654,-0.4135468381859685,0.15900138364051541,0,281,313
677650-99999,-1.1090909090908618,-1.757098978927231,-0.46108283925449256,-1,67,68
724520-03957,-0.49999999999998224,-0.8478543598159534,-0.15214564018401106,-1,95,98
600960-99999,-1.172727272726922,-8.589654850905317,6.244200305451473,0,8,19
638320-99999,2.490909090908946,1.0415298842803824,3.9402882975375095,1,118,102
162390-99999,1.2272727272726884,0.6044458107892868,1.85009964375609,1,175,168
267020-99999,-0.49090909090906276,-0.6970162368602363,-0.28480194495788924,-1,236,260
670830-99999,-2.7818181818180516,-3.378008054252642,-2.1856283093834614,-1,131,92
702606-99999,-0.39999999999995106,-0.9570733293893378,0.15707332938943563,0,68,46
820220-99999,0.4363636363635677,-0.399161999536061,1.2718892722631963,0,69,84
467450-99999,-0.14545454545454817,-0.3648152400233618,0.07390614911426546,0,330,329
725288-99999,0.7545454545454318,0.14637713900639393,1.3627137700844696,1,278,254
273550-99999,-0.1909090909090807,-0.46502425795588176,0.08320607613772035,0,258,247
856290-99999,0.15454545454543478,-0.3653075017377998,0.6743984108286694,0,197,198
467620-99999,-1.05454545454538,-2.2801190488026357,0.1710281397118758,0,15,17
718194-99999,-0.39090909090909065,-0.957475701770158,0.17565751995197665,0,252,303
234720-99999,0.045454545454555184,-0.187515361571366,0.27842445248047637,0,131,186
784860-99999,0.4999999999999618,-0.041286334840516026,1.0412863348404398,0,56,56
471530-99999,0.6090909090908752,0.13164467564191062,1.0865371425398398,1,335,291
607100-99999,1.7181818181817148,0.4938549831523835,2.9425086532110463,1,295,282
115180-99999,1.2181818181817659,0.7470268459412486,1.6893367904222831,1,251,261
507750-99999,0.45454545454543815,-0.9054466251156315,1.8145375342065078,0,294,219
638200-99999,-0.39999999999998526,-0.7706786036761728,-0.029321396323797766,-1,168,163
428710-99999,0.7545454545454113,0.14637713900637328,1.3627137700844494,1,319,205
726355-99999,-0.2636363636363237,-0.8444553585050935,0.31718263123244606,0,264,275
726797-24132,-0.10000000000000009,-0.3373659532729517,0.13736595327295154,0,203,201
626400-99999,-1.981818181818186,-4.010904606579702,0.04726824294333065,0,13,3
946430-99999,-1.3363636363635258,-2.941536900647761,0.2688096279207093,0,99,112
261450-99999,0.2454545454545447,-0.9996521661288849,1.4905612570379743,0,204,211
724397-99999,-0.6090909090908889,-1.1920096457725302,-0.02617217240924763,-1,239,234
294770-99999,0.06363636363638836,-0.5560136156257155,0.6832863428984922,0,272,226
166500-99999,1.3272727272726437,0.8077362445321514,1.846809210013136,1,47,45
943400-99999,-1.0272727272727522,-1.9714508781856663,-0.08309457635983808,-1,87,83
514635-99999,-1.2454545454545167,-1.6730562715478516,-0.8178528193611818,-1,349,258
231040-99999,0.32727272727275114,-0.5045326788559527,1.1590781334014548,0,161,228
719440-99999,-0.13636363636365845,-0.7064031048562345,0.4336758321289176,0,154,160
031400-99999,0.5181818181818096,-0.3092905748986061,1.3456542112622254,0,219,233
011120-99999,0.09090909090913968,-0.797603272167818,0.9794214539860974,0,125,180
296750-99999,-0.5363636363636208,-0.7276912096238912,-0.3450360631033505,-1,218,228
060810-99999,0.3272727272727174,-0.16246568294981195,0.8170111374952467,0,243,261
284280-99999,0.7727272727272725,0.10265109254329285,1.4428034529112521,1,202,223
711820-99999,-0.1272727272727252,-0.4248154162105289,0.17026996166507846,0,306,321
572510-99999,-2.645454545454462,-4.123009910148054,-1.1678991807608696,-1,76,173
318840-99999,-0.8999999999999342,-1.7099085577343167,-0.09009144226555166,-1,186,150
703330-99999,-0.35454545454545894,-0.937786557482443,0.22869564839152512,0,177,109
812250-99999,0.05454545454545956,-0.17933036610063469,0.2884212751915538,0,58,74
131500-99999,1.6545454545453768,-2.2826247890856317,5.591715698176386,0,43,311
070310-99999,10.48181818181755,-12.519380518436245,33.48301688207135,0,231,0
032300-99999,0.3818181818181685,-0.40205587315076374,1.1656922367871008,0,260,241
852450-99999,0.5,0.05389659144381931,0.9461034085561807,1,316,313
644580-99999,-0.1818181818181639,-0.5406443568230609,0.1770079931867331,0,282,259
722135-13870,0.1818181818181399,-0.24297197662061681,0.6066083402568967,0,253,312
470650-99999,0.04545454545455474,-0.566718467323602,0.6576275582327115,0,344,306
876230-99999,-0.04545454545455563,-0.6802384386983623,0.5893293477892511,0,29,46
410300-99999,-0.27272727272724406,-0.5603115694828975,0.014857024028409327,0,291,293
039000-99999,2.0090909090908466,1.2329583404207476,2.7852234777609457,1,220,212
474090-99999,0.16363636363635248,-0.07736420629789215,0.4046369335705971,0,269,271
150140-99999,0.23636363636361724,-0.08399405203214633,0.5567213247593807,0,262,233
723923-99999,-0.2727272727272294,-0.8850921592016124,0.3396376137471536,0,303,206
596730-99999,0.018181818181814968,-0.4825633238673115,0.5189269602309414,0,57,57
653520-99999,0.8999999999999206,-0.07810855041874754,1.8781085504185888,0,169,228
320880-99999,nan,nan,nan,0,350.0,nan
986180-99999,0.17272727272727106,-0.3626231512140836,0.7080776966686257,0,103,85
284980-99999,-0.24545454545454382,-0.5101507146117072,0.01924162370261967,0,238,246
467480-99999,-0.46363636363634075,-0.7445250081406707,-0.18274771913201082,-1,353,342
718425-99999,0.5545454545454209,0.2637923129956592,0.8452985960951827,1,254,266
915700-99999,4.454545454545345,-25.642637926185458,34.551728835276144,0,160,161
570060-99999,-0.26363636363635523,-0.42278510811934156,-0.10448761915336888,-1,103,111
107520-99999,1.918181818181703,0.010329398389089084,3.8260342379743166,1,270,263
702710-26425,-0.6090909090908747,-0.8790604283356773,-0.33912138984607204,-1,172,167
724396-93989,-1.145454545454485,-1.6186000418614355,-0.6723090490475346,-1,235,241
968530-99999,-0.4000000000000412,-1.3440039414130447,0.5440039414129622,0,205,178
555980-99999,-0.41818181818183664,-1.9390700003530155,1.1027063639893422,0,344,338
724580-13984,-0.9454545454544707,-1.8728860353773777,-0.018023055531563692,-1,207,193
310110-99999,5.299999999999684,2.4343795415052423,8.165620458494125,1,311,90
722010-12836,-0.1818181818181266,-0.7683132638811567,0.40467690024490355,0,95,92
412680-99999,1.1636363636364004,-0.41653163901397927,2.7438043662867804,0,237,252
160950-99999,2.0545454545453277,0.6684743047292634,3.440616604361392,1,77,160
152960-99999,-0.7818181818181617,-1.1575334104551067,-0.40610295318121664,-1,222,236
725847-99999,0.054545454545447125,-0.3286005903764437,0.43769149946733793,0,199,217
718520-99999,0.499999999999976,-0.09028862171756724,1.0902886217175194,0,274,306
723544-99999,1.2454545454545336,-1.3180944503922878,3.809003541301355,0,177,179
431100-99999,0.07272727272731028,-0.6078213848619071,0.7532759303165276,0,288,317
726880-24155,0.8454545454545181,0.306081503774151,1.3848275871348852,1,261,240
296310-99999,-1.6818181818180795,-2.4810972510250484,-0.8825391126111107,-1,193,215
723747-99999,-0.3818181818181481,-1.0491185435490231,0.28548217991272695,0,193,205
722166-93845,0.5909090909090642,0.13542397678368473,1.0463942050344437,1,66,343
014970-99999,2.163636363636254,0.7534999141085275,3.5737728131639805,1,204,68
311230-99999,-0.0363636363636356,-0.21300518921286096,0.14027791648558977,0,161,165
787935-99999,0.41818181818178735,-0.14309336083022395,0.9794569971937986,0,324,337
783550-99999,-0.55454545454544,-0.8903015905562816,-0.2187893185345985,-1,71,77
702000-26617,-1.3545454545454065,-1.7506565830105547,-0.9584343260802582,-1,67,43
281440-99999,-0.11818181818180395,-0.44914521938125446,0.21278158301764655,0,264,259
727120-14607,-0.9272727272727037,-1.4261374828754774,-0.4284079716699301,-1,285,291
064520-99999,-1.9272727272726353,-2.538716070882541,-1.3158293836627295,-1,241,247
726410-14837,-0.9818181818181282,-1.4927817698098367,-0.4708545938264196,-1,261,303
724250-03860,-0.38181818181818716,-0.8052787903339108,0.04164242669753648,0,243,250
722140-93805,-0.7272727272726875,-1.3048871231429424,-0.14965833140243268,-1,97,51
875930-99999,-1.0818181818180683,-2.57140982414675,0.4077734605106136,0,119,131
623370-99999,0.6999999999999611,0.03217169676262155,1.3678283032373006,1,324,321
150890-99999,0.6545454545454168,0.20107657181013272,1.108014337280701,1,214,208
021200-99999,0.47272727272725845,0.16493756152677946,0.7805169839277375,1,307,290
443470-99999,0.6727272727272515,-0.006023732113503599,1.3514782775680065,0,318,309
606400-99999,-1.9545454545456433,-5.167021027738741,1.257930118647455,0,300,76
353450-99999,-1.0727272727272297,-2.0045060425993166,-0.14094850285514282,-1,328,287
477160-99999,0.26363636363635745,-0.3139373537313763,0.8412100810040912,0,76,64
722267-03878,0.07272727272725321,-0.7069391616485385,0.852393707103045,0,282,355
804190-99999,-1.999999999999952,-3.2904931120420478,-0.7095068879578563,-1,50,36
975600-99999,0.41818181818180866,0.04623766420849684,0.7901259721551205,1,266,323
434670-99999,-1.727272727272477,-7.17181734641079,3.7172718918658356,0,263,241
638010-99999,0.5999999999999637,-0.43472232683854317,1.6347223268384705,0,196,141
484180-99999,-0.9636363636363456,-1.8859871125299836,-0.041285614742707644,-1,71,155
072880-99999,0.5181818181818043,0.17195232218086626,0.8644113141827423,1,241,253
227380-99999,-0.3999999999999426,-1.5306422685627326,0.7306422685628473,0,231,296
702650-99999,0.29090909090906925,-0.22189052020285815,0.8037087020209966,0,232,219
076840-99999,-0.2454545454545336,-0.5848300478749109,0.09392095696584363,0,154,169
382220-99999,-0.5363636363636466,-1.0072692014762967,-0.06545807125099645,-1,12,33
080420-99999,-0.11818181818182616,-0.5734605502784257,0.33709691391477337,0,220,245
727555-99999,1.1818181818181417,0.09146023083650268,2.272176132799781,1,280,323
717300-99999,-0.5545454545454245,-1.0738557666762913,-0.03523514241455772,-1,267,331
023060-99999,0.1454545454545404,-0.2568365369283819,0.5477456278374626,0,168,209
379050-99999,6.118181818181472,-2.6696538898975026,14.906017526260445,0,84,150
488450-99999,-0.5090909090908993,-0.8493652378855074,-0.16881658029629104,-1,8,29
717110-99999,-0.8545454545454905,-1.6277967646028053,-0.08129414448817562,-1,270,290
367780-99999,0.44545454545450536,0.0866938556540991,0.8042152352549117,1,72,44
294300-99999,-2.1636363636362135,-3.72525785317879,-0.6020148740936373,-1,193,239
486980-99999,-0.38181818181814764,-0.6707067224384344,-0.09292964119786085,-1,45,111
601270-99999,-0.6909090909090594,-1.0311834197036691,-0.35063476211444977,-1,271,270
385070-99999,-0.9545454545454186,-1.428236878700997,-0.4808540303898402,-1,23,51
537230-99999,0.9909090909090228,0.5552510232690403,1.4265671585490054,1,259,262
325400-99999,-0.6727272727272338,-1.14487855602376,-0.20057598943070754,-1,350,30
136000-99999,8.154545454544968,4.024709196088678,12.284381713001256,1,158,349
763940-99999,0.9818181818181415,-0.4838745905792712,2.447510954215554,0,79,356
072650-99999,0.13636363636364335,-0.22734032713157254,0.5000675998588593,0,217,202
214320-99999,-0.781818181818144,-1.404229993521498,-0.1594063701147902,-1,163,155
724468-99999,-0.8454545454545022,-1.2114767588173094,-0.4794323320916949,-1,222,212
080550-99999,1.6000000000000272,0.4349689440213005,2.7650310559787536,1,278,259
719570-99999,0.1090909090909018,-0.31214445749328656,0.5303262756750902,0,30,48
915510-99999,0.06363636363634528,-0.6975797677819814,0.824852495054672,0,145,153
075580-99999,-0.09999999999997744,-0.6156780919130188,0.41567809191306393,0,319,358
129150-99999,0.6454545454545095,-0.10230861716920325,1.3932177080782222,0,310,353
477790-99999,0.48181818181815705,0.08381347278006568,0.8798228908562484,1,281,286
514310-99999,0.08181818181816736,-0.48092023242530413,0.6445565960616388,0,83,88
471320-99999,0.7454545454545183,0.2280933820352602,1.2628157088737764,1,302,323
857660-99999,-0.10909090909092312,-0.5728066540523743,0.35462483587052807,0,282,277
038310-99999,0.06363636363635905,-0.5841903894081348,0.7114631166808529,0,280,279
802110-99999,-1.8727272727272903,-3.4344691230923923,-0.3109854223621884,-1,277,110
596630-99999,-0.4181818181818162,-0.8297115577846657,-0.006652078578966714,-1,64,81
404200-99999,-0.9272727272727073,-1.6133230803512917,-0.24122237419412274,-1,342,334
970160-99999,-1.0727272727272283,-1.8860229487474753,-0.25943159670698135,-1,196,203
722130-13861,-0.1818181818181559,-0.7504132040870882,0.3867768404507764,0,202,78
567410-99999,-0.19090909090909136,-0.5574444797266567,0.1756262979084739,0,219,219
783670-11706,0.28181818181816354,-0.02313399047352732,0.5867703541098543,0,87,56
230780-99999,1.127272727272672,-0.05616691130984264,2.3107123658551867,0,166,227
384390-99999,0.21818181818182625,-0.43947168711139006,0.8758353234750426,0,19,39
477610-99999,-0.17272727272724708,-0.4897673947909808,0.14431284933648664,0,311,314
410240-99999,0.5818181818181709,0.1668769740159427,0.9967593896203991,1,325,322
683880-99999,10.663636363635696,-4.100035516527953,25.427308243799345,0,50,273
171700-99999,0.21818181818180404,-0.26673526564728556,0.7030989020108936,0,201,254
556800-99999,0.8727272727272055,0.23392163305034086,1.5115329124040702,1,321,280
238040-99999,-1.363636363636295,-2.0132378389783443,-0.7140348882942457,-1,222,220
129920-99999,0.29090909090908923,-0.09783773340801033,0.6796559152261887,0,246,268
348380-99999,0.23636363636365587,-0.32239422462818323,0.795121497355495,0,92,126
154050-99999,-0.34545454545451015,-0.8859155164376328,0.19500642552861247,0,44,17
483530-99999,0.009090909090898824,-0.18946819960082087,0.20765001778261852,0,146,120
074340-99999,0.44545454545454666,0.15148678833780566,0.7394223025712876,1,278,57
942680-99999,0.3909090909090356,-1.0614983801298918,1.843316561947963,0,12,102
878960-99999,-2.1090909090908063,-3.216468691982624,-1.001713126198989,-1,279,279
077470-99999,0.2454545454545638,-0.2824711446011289,0.7733802355102565,0,320,318
763930-99999,-0.4181818181817807,-1.2022956266522549,0.3659319902886934,0,51,70
012090-99999,1.1181818181817982,0.30272231224254664,1.9336413241210497,1,245,288
171290-99999,-0.5454545454545245,-0.7963895415330486,-0.2945195493760004,-1,306,297
746930-93737,0.7727272727272134,0.20186404734753072,1.343590498106896,1,293,322
471430-99999,-0.19999999999997975,-0.4524286699608325,0.052428669960872976,0,318,279
682440-99999,-0.5272727272727136,-1.0354698434575336,-0.019075611087893685,-1,56,143
154060-99999,-1.290909090909024,-1.9023524345189244,-0.6794657472991235,-1,5,357
992220-99999,-0.04545454545450589,-0.7348870859504214,0.6439779950414096,0,215,191
479330-42215,0.08181818181816869,-0.32598359675802085,0.48961996039435823,0,79,76
918220-99999,-1.2818181818181347,-1.7487151141786665,-0.8149212494576028,-1,115,106
597920-99999,-0.5909090909090988,-1.9747917997177766,0.792973617899579,0,79,61
170600-99999,-0.11818181818184392,-0.5312502051194614,0.2948865687557735,0,359,25
716030-99999,-0.6909090909090354,-1.1047162675998021,-0.27710191421826874,-1,300,290
719670-99999,0.16363636363634804,-0.44472508865865645,0.7719978159313525,0,125,118
032140-99999,0.23636363636363633,-0.6308440242154635,1.1035712969427363,0,233,245
442370-99999,-0.7454545454545007,-1.252726151644886,-0.23818293926411538,-1,279,291
334660-99999,0.018181818181818077,-0.45655008836408606,0.4929137247277222,0,240,240
722040-12838,0.2181818181818418,-0.5067671122487484,0.943130748612432,0,112,93
476170-99999,-0.7909090909090473,-1.1829659951442844,-0.3988521866738102,-1,300,322
916310-99999,0.563636363636407,-1.411466579322382,2.538739306595196,0,61,59
330360-99999,-1.0636363636363142,-1.3137272478238642,-0.8135454794487642,-1,241,203
429340-99999,-0.20000000000002216,-0.7173611634192795,0.31736116341923515,0,276,271
426470-99999,-0.12727272727269856,-0.614124071208914,0.3595786166635169,0,264,265
235520-99999,-0.15454545454541924,-0.7110702133149146,0.40197930422407613,0,204,227
829150-99999,0.5363636363636058,0.17760294656319658,0.8951243261640152,1,280,330
725985-24267,-0.9909090909090459,-1.4716900345518085,-0.5101281472662833,-1,75,178
745965-13756,nan,nan,nan,0,173.0,90.0
292410-99999,1.8454545454544444,0.19609871499605158,3.494810375912837,1,206,222
677930-99999,1.645454545454464,1.0400742312718498,2.250834859637078,1,105,75
590210-99999,0.07272727272726232,-0.23353189835056176,0.3789864438050864,0,270,290
110240-99999,0.7090909090908468,-0.02909021816406132,1.447272036345755,0,277,281
032420-99999,0.0727272727272954,-0.7844520083205577,0.9299065537751485,0,258,256
726775-99999,-0.1636363636363649,-0.9728774102177035,0.6456046829449736,0,291,282
572370-99999,-0.28181818181816576,-0.604732636131639,0.041096272495307395,0,333,331
368030-99999,1.6363636363635288,-1.4868492512114404,4.759576523938498,0,235,249
722540-13958,-0.6545454545454263,-1.0247166266303025,-0.28437428246055024,-1,136,106
411760-99999,11.036363636363014,-2.0355786098626307,24.10830588258866,0,342,345
224380-99999,-0.3909090909090409,-1.3479398471561097,0.5661216653380279,0,126,198
305540-99999,-0.03636363636359441,-0.6465760912695198,0.5738488185423309,0,327,319
252820-99999,-5.236363636363348,-7.808084209281592,-2.664643063445103,-1,328,232
315320-99999,-0.08181818181817935,-0.6833048338245743,0.5196684701882156,0,88,354
992280-99999,0.6999999999999513,-0.9937730765422494,2.393773076542152,0,21,304
555780-99999,-0.2181818181817976,-0.562574179002139,0.1262105426385438,0,230,229
155300-99999,0.4181818181817931,0.08347700341176634,0.7528866329518199,1,299,283
384230-99999,2.1090909090907637,-1.045530198215026,5.263712016396553,0,4,74
842480-99999,-0.13636363636364912,-0.5485209256670986,0.27579365293980035,0,299,325
